ᐃᒡᓗᖁᑎᒋᔭᐅᖕᒪᖔᑕ	ᐃᒡᓗ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᖕᒪᖔᑕ
ᖃᐅᔨᓴᕐᒪᑕ	ᖃᐅᔨ@ᓴᕐ@ᒪᑕ
ᐅᐊᔪᓕᕆᔨᓄᑦ	ᐅᐊ@ᔪ@ᓕᕆ@ᔨ@ᓄᑦ
ᑭᐅᖃᑦᑕᕐᒪᑦ	ᑭᐅ@ᖃᑦᑕᕐ@ᒪᑦ
ᓇᓗᒋᖏᑕᒃᑲ	ᓇᓗ@ᒋ@ᖏ@ᑕ@ᒃᑲ
ᖁᓄᔪᕐᓂᐊᖅᑕᐅᓂᖅ	ᖁᓄ@ᔪᕐ@ᓂᐊᖅ@ᑕ@ᐅ@ᓂᖅ
ᐊᐱᕐᓱᓇᖅ	ᐊᐱᕐ@ᓱ@ᓇᖅ
ᓂᕿᔅᓴᖃᕐᓂᕐᒧᑦ	ᓂᕿ@ᔅᓴ@ᖃᕐ@ᓂᕐ@ᒧᑦ
ᓇᖕᒥᓂᕆᔭᖓᓂᑦ	ᓇᖕᒥᓂ@ᕆ@ᔭ@ᖓᓂᑦ
ᑭᖑᕙᕆᐊᕈᑕᐅᓂᕋᓗᐊᕐᒪᖔᑕ	ᑭᖑ@ᕙ@ᕆᐊ@ᕈᑕ@ᐅ@ᓂᕋ@ᓗᐊᕐ@ᒪᖔᑕ
ᐃᓪᓗᒧᑦᑕᐅᖅ	ᐃᓪᓗ@ᒧᑦ@ᑕᐅᖅ
ᖃᐅᔨᓴᕈᑕᐅᖁᔭᐅᔪᓂᒃ	ᖃᐅᔨ@ᓴ@ᕈᑕ@ᐅ@ᖁ@ᔭ@ᐅ@ᔪ@ᓂᒃ
ᑕᒪᕐᒥᖓᐃ	ᑕᒪᕐᒥ@ᖓᐃ
ᐅᕕᒃᑲᐅᒻᒪᑦ	ᐅᕕ@ᒃᑲ@ᐅ@ᒻᒪᑦ
ᒐᕙᒪᖃᕐᕕᐅᖕᒪᑦ	ᒐᕙᒪ@ᖃᕐᕕ@ᐅ@ᖕᒪᑦ
ᓄᓇᖁᑎᒋᔭᐅᔪᑦ	ᓄᓇ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᔪᑦ
ᑕᒪᔅᓱᒥᖓᓕ	ᑕᒪᔅᓱ@ᒥᖓ@ᓕ
ᑎᒍᓚᐅᕐᒥᓯᐅᒃ	ᑎᒍ@ᓚᐅᕐ@ᒥ@ᓯᐅᒃ
ᒪᑉᐱᒐᓕ	ᒪᑉᐱ@ᒐ@ᓕ
ᐊᕐᕌᒍᒋᔭᐅᔪᒧᓪᓗ	ᐊᕐᕌᒍ@ᒋ@ᔭ@ᐅ@ᔪ@ᒧᓪ@ᓗ
ᓄᖅᑲᖅᐸᓪᓕᐊᔪᒪᓕᕋᒪ	ᓄᖅᑲᖅ@ᐸᓪᓕᐊ@ᔪᒪ@ᓕ@ᕋᒪ
ᐊᔪᙱᓐᓂᖃᑦᓯᐊᕐᒪᑕ	ᐊᔪ@ᙱᓐ@ᓂ@ᖃ@ᑦᓯᐊᕐ@ᒪᑕ
ᓴᖅᑭᑦᑎᕙᓪᓕᐊᓇᓱᒃᑭᕗᑦ	ᓴᖅᑭᑦ@ᑎ@ᕙᓪᓕᐊ@ᓇᓱᒃ@ᑭ@ᕗᑦ
ᓯᑎᒥᑦ	ᓯᑎ@ᒥᑦ
ᐊᑐᕐᓂᓗᑦᑕᐅᓇᓱᒋᒍᔅᓯᐅᒃ	ᐊᑐᕐ@ᓂ@ᓗᑦ@ᑕ@ᐅ@ᓇᓱᒋ@ᒍᔅᓯᐅᒃ
ᐱᑐᖃᐅᓂᖃᖅᑎᒋᔪᓐᓇᕐᒪᑕ	ᐱ@ᑐᖃ@ᐅ@ᓂ@ᖃᖅ@ᑎᒋ@ᔪᓐᓇᕐ@ᒪᑕ
ᑐᙵᕕᖃᓗᐊᕐᒪᑕ	ᑐᙵ@ᕕ@ᖃ@ᓗᐊᕐ@ᒪᑕ
ᐃᑲᔪᖅᓯᕈᑕᐅᖕᒪᖔᑕ	ᐃᑲᔪᖅ@ᓯ@ᕈᑕ@ᐅ@ᖕᒪᖔᑕ
ᐱᕙᓪᓕᐊᑎᑕᐅᓂᖓᓂᒃ	ᐱ@ᕙᓪᓕᐊ@ᑎ@ᑕ@ᐅ@ᓂ@ᖓᓂᒃ
ᐃᑲᔪᕐᓂᖃᕐᔪᐊᖅᐸᖕᒪᑕ	ᐃᑲᔪᕐ@ᓂ@ᖃᕐ@ᔪᐊᖅ@ᐸᖕ@ᒪᑕ
ᑕᑯᒋᐊᕈᒃᓯᐅᒃ	ᑕᑯ@ᒋᐊ@ᕈᒃᓯᐅᒃ
ᓄᖅᑲᖅᑐᖃᕌᖓᑦ	ᓄᖅᑲᖅ@ᑐ@ᖃ@ᕌᖓᑦ
ᓂᐱᓂᑦ	ᓂᐱ@ᓂᑦ
ᐃᓪᓗᑭᔅᓴᕐᒥᒻᒪᑕ	ᐃᓪᓗ@ᑭ@ᔅᓴᕐ@ᒥ@ᒻᒪᑕ
ᓂᕆᐅᒃᑐᒃᓴᐅᑕᐅᖕᒪᑕ	ᓂᕆᐅᒃ@ᑐ@ᒃᓴ@ᐅᑕ@ᐅ@ᖕᒪᑕ
ᐱᓕᕆᑦᑎᐊᖅᐳᖅ	ᐱ@ᓕᕆ@ᑦᑎᐊᖅ@ᐳᖅ
ᐃᒡᓗᖃᙱᓐᓂᖃᐃ	ᐃᒡᓗ@ᖃ@ᙱᓐ@ᓂ@ᖃᐃ
ᐊᑖᑕᖃᑎᒐ	ᐊᑖᑕ@ᖃᑎ@ᒐ
ᐊᔾᔨᒋᑐᐃᓐᓇᒃ	ᐊᔾᔨ@ᒋ@ᑐ@ᐃ@ᓐᓇᒃ
ᐊᖓᔪᖅᑳᕐᓗ	ᐊᖓᔪᖅᑳᕐ@ᓗ
ᓱᓕᖏᒻᒪᖔᓪᓘᓐᓃᑦ	ᓱᓕ@ᖏᒻ@ᒪᖔᓪ@ᓘᓐᓃᑦ
ᐱᐊᓂᒃᓯᓂᖓᓄᑦ	ᐱ@ᐊᓂᒃ@ᓯ@ᓂ@ᖓᓄᑦ
ᓂᐅᕕᖅᑕᐅᔪᓐᓇᕐᒪᖔᑕ	ᓂᐅᕕᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᐱᖃᕈᒪᓕᕋᐃᒻᒪᑕ	ᐱ@ᖃ@ᕈᒪ@ᓕᕋᐃ@ᒻᒪᑕ
ᐅᔾᔨᕈᓱᒃᑐᒃᓴᐅᕗᑦ	ᐅᔾᔨ@ᕈᓱᒃ@ᑐᒃᓴ@ᐅ@ᕗᑦ
ᑲᒪᔪᓐᓇᕐᖓᑕ	ᑲᒪ@ᔪᓐᓇ@ᕐᖓ@ᑕ
ᐱᕙᓪᓕᐊᒍᑎᑦᓴᐅᔪᓄ	ᐱ@ᕙᓪᓕᐊ@ᒍᑎ@ᑦᓴ@ᐅ@ᔪ@ᓄ
ᐊᑦᑕᕐᕕᐅᔪᓄᑦ	ᐊᑦᑕᕐ@ᕕ@ᐅ@ᔪ@ᓄᑦ
ᑕᑯᓕᕐᒥᒍᒃᑯ	ᑕᑯ@ᓕᕐ@ᒥ@ᒍᒃᑯ
ᐃᓚᖃᓚᐅᕐᒥᔪᑦ	ᐃᓚ@ᖃ@ᓚᐅᕐ@ᒥ@ᔪᑦ
ᐊᖁᑉᐸᑦᑐᑦ	ᐊᖁᑉ@ᐸᑦ@ᑐᑦ
ᑖᒃᓯᖓᑕ	ᑖᒃ@ᓯ@ᖓ@ᑕ
ᕿᒥᕐᕈᔪᓐᓇᖅᓯᕙᑉᐳᑦ	ᕿᒥᕐᕈ@ᔪᓐᓇᖅ@ᓯ@ᕙᑉ@ᐳᑦ
ᑲᔪᓯᕙᓪᓕᐊᑦᑎᐊᕋᓱᒻᒪᑕ	ᑲᔪᓯ@ᕙᓪᓕᐊ@ᑦᑎᐊ@ᕋᓱᒻ@ᒪᑕ
ᐃᑲᔪᕐᓂᖃᔾᔮᖏᒻᒪᑦ	ᐃᑲᔪᕐ@ᓂ@ᖃ@ᔾᔮ@ᖏᒻ@ᒪᑦ
ᑲᒪᒋᔭᒃᓴᖃᙱᑦᑐᑦ	ᑲᒪ@ᒋ@ᔭ@ᒃᓴ@ᖃ@ᙱᑦ@ᑐᑦ
ᐱᓕᕆᖃᑎᖃᖅᐸᒻᒪᑕ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃᖅ@ᐸᒻ@ᒪᑕ
ᐃᑲᔪᖅᑕᐅᔪᒪᔪᖃᓕᕋᐃᒻᒪᑦ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᔪᒪ@ᔪ@ᖃ@ᓕᕋᐃ@ᒻᒪᑦ
ᐊᔪᕈᓐᓃᖅᓴᐅᖁᑕᐅᒻᒪᑦ	ᐊᔪ@ᕈᓐᓃᖅ@ᓴ@ᐅ@ᖁᑕ@ᐅ@ᒻᒪᑦ
ᓇᓗᓇᐃᕈᒪᒻᒥᔭᕋ	ᓇᓗᓇ@ᐃ@ᕈᒪ@ᒻᒥ@ᔭᕋ
ᐆᓂ	ᐆ@ᓂ
ᑲᒪᒋᔭᖃᕐᒪᖔᑦ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᒪᖔᑦ
ᓄᖅᑲᖔᕈᒪᕗᑦ	ᓄᖅᑲ@ᖔ@ᕈᒪ@ᕗᑦ
ᑐᕌᖓᓗᐊᖅᐸᓪᓚᐃᒻᒪᑦ	ᑐᕌ@ᖓ@ᓗᐊᖅ@ᐸᓪᓚᐃ@ᒻᒪᑦ
ᐅᑕᖅᑭᔪᒍᑦ	ᐅᑕᖅᑭ@ᔪᒍᑦ
ᐊᖏᓂᖓᓄᑦ	ᐊᖏ@ᓂ@ᖓᓄᑦ
ᕿᓂᖅᐸᓪᓕᐊᔪᓄᑦ	ᕿᓂᖅ@ᐸᓪᓕᐊ@ᔪ@ᓄᑦ
ᓯᕿᓂᕐᒧᓪᓗ	ᓯᕿᓂᕐ@ᒧᓪ@ᓗ
ᐱᓪᓗᐊᑕᐅᒻᒪᑦ	ᐱ@ᓪᓗᐊ@ᑕ@ᐅ@ᒻᒪᑦ
ᐅᖃᓯᕆᓂᖅ	ᐅᖃ@ᓯ@ᕆ@ᓂᖅ
ᐃᑲᔪᖅᑕᐅᒻᒪᖔᑕ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᒻᒪᖔᑕ
ᐃᓱᒪᕙᓪᓕᐊᓕᖅᑎᓪᓗᒋᑦ	ᐃᓱᒪ@ᕙᓪᓕᐊ@ᓕᖅ@ᑎᓪᓗᒋᑦ
ᑎᑭᓴᐃᔪᓐᓇᑎᑦᑎᒻᒪᑦ	ᑎᑭ@ᓴ@ᐃ@ᔪᓐᓇ@ᑎᑦ@ᑎ@ᒻᒪᑦ
ᒥᒃᓯᖃᕐᒪᖔᑕ	ᒥᒃᓯ@ᖃᕐ@ᒪᖔᑕ
ᑐᑦᑐᑦ	ᑐᑦ@ᑐᑦ
ᓂᐱᖃᖏᒻᒪᕆᑦᑐᑦ	ᓂᐱ@ᖃ@ᖏ@ᒻᒪᕆᑦ@ᑐᑦ
ᐅᖃᕆᔭᐅᔪᓂᒃ	ᐅᖃ@ᕆ@ᔭ@ᐅ@ᔪ@ᓂᒃ
ᐃᒡᓗᖁᑎᓕᐅᔪᑦ	ᐃᒡᓗ@ᖁᑎ@ᓕ@ᐅ@ᔪᑦ
ᐊᑦᑕᓇᖅᑐᒧᑦ	ᐊᑦᑕ@ᓇᖅ@ᑐ@ᒧᑦ
ᖃᐅᔨᓴᕐᓂᖃᕆᕚᑦ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᖃ@ᕆ@ᕚᑦ
ᓄᖅᑲᕕᓚᐅᖅᑎᓪᓗᒍ	ᓄᖅᑲ@ᕕ@ᓚᐅᖅ@ᑎᓪᓗᒍ
ᒫᓐᓇᒧᓪᓗᓐᓃᑦ	ᒫᓐᓇ@ᒧᓪ@ᓗᓐᓃᑦ
ᐃᑲᔪᖃᑕᐅᖃᑦᑕᒥᒻᒪᑕ	ᐃᑲᔪ@ᖃᑕᐅ@ᖃᑦᑕ@ᒥ@ᒻᒪᑕ
ᕿᒪᖃᑦᑕᕐᒪᑕ	ᕿᒪ@ᖃᑦᑕᕐ@ᒪᑕ
ᑲᔪᓯᔪᒍᑦ	ᑲᔪᓯ@ᔪᒍᑦ
ᐋᖅᑭᔅᓱᐃᕙᓪᓕᐊᕗᒍᑦ	ᐋᖅᑭᔅ@ᓱ@ᐃ@ᕙᓪᓕᐊ@ᕗᒍᑦ
ᑕᒪᑐᒥᖓᓘᓐᓃᑦ	ᑕᒪᑐ@ᒥᖓ@ᓘᓐᓃᑦ
ᐱᓕᕆᕕᓕ	ᐱ@ᓕᕆ@ᕕ@ᓕ
ᐅᖃᐅᑎᔭᒋᑦ	ᐅᖃ@ᐅᑎ@ᔭᒋᑦ
ᐃᓱᒪᒋᔭᐅᕐᒪᑦ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅᕐ@ᒪᑦ
ᐊᑐᖅᑐᐊᕈᓐᓇᖅᑎᑕᐅᔪᑦ	ᐊᑐᖅ@ᑐ@ᐊ@ᕈᓐᓇᖅ@ᑎ@ᑕ@ᐅ@ᔪᑦ
ᐃᓱᒪᒋᔭᖓᓄ	ᐃᓱᒪ@ᒋ@ᔭ@ᖓᓄ
ᐱᕙᓪᓕᐊᑎᑕᐅᒐᓱᐊᕐᓗᓂ	ᐱ@ᕙᓪᓕᐊ@ᑎ@ᑕ@ᐅ@ᒐᓱᐊᕐ@ᓗᓂ
ᓇᓗᓇᐃᖅᑲᑕᐅᓂᓕᒻᒧᑦ	ᓇᓗᓇ@ᐃ@ᖅᑲ@ᑕ@ᐅ@ᓂ@ᓕᒻ@ᒧᑦ
ᓯᕗᓂᒃᓴᖃᕐᓂᖓᑦ	ᓯᕗᓂ@ᒃᓴ@ᖃᕐ@ᓂ@ᖓᑦ
ᐱᕙᓪᓕᐊᔪᓕᕆᔨᖃᕐᖓᑕ	ᐱ@ᕙᓪᓕᐊ@ᔪ@ᓕᕆ@ᔨ@ᖃ@ᕐᖓ@ᑕ
ᑲᒪᒋᓱᕆᕕᓯᐅᒃ	ᑲᒪ@ᒋ@ᓱ@ᕆ@ᕕᓯᐅᒃ
ᑐᓂᒍᓐᓇᕈᕕᒋᑦ	ᑐᓂ@ᒍᓐᓇ@ᕈᕕᒋᑦ
ᓴᖅᑭᑎᑕᒃᓴᖃᕋᒪ	ᓴᖅᑭ@ᑎ@ᑕ@ᒃᓴ@ᖃ@ᕋᒪ
ᑲᓇᑕᒃᑯᓐᓂᒃ	ᑲᓇᑕ@ᒃᑯᓐ@ᓂᒃ
ᐱᕙᓪᓕᐊᔪᓐᓇᕐᒪᖔᑕ	ᐱ@ᕙᓪᓕᐊ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᑭᐅᓚᖓᕗᖅ	ᑭᐅ@ᓚᖓ@ᕗᖅ
ᐊᕐᕌᒍᓕᒫᒥᒃ	ᐊᕐᕌᒍ@ᓕᒫ@ᒥᒃ
ᐃᒪᓐᓇᐃᑦᑐᒥᑦ	ᐃᒪᓐᓇ@ᐃᑦ@ᑐ@ᒥᑦ
ᒪᓕᒐᖅᑕᖃᕐᓂᕐᒪᖔᖅ	ᒪᓕ@ᒐᖅ@ᑕ@ᖃᕐ@ᓂᕐ@ᒪᖔᖅ
ᒪᑯᐊᖃᐃ	ᒪᑯᐊ@ᖃᐃ
ᐊᐅᓚᑦᑎᔪᓐᓇᖅᐳᑦ	ᐊᐅᓚᑦ@ᑎ@ᔪᓐᓇᖅ@ᐳᑦ
ᒥᓂᔅᑕᓪᓚᕆᒃ	ᒥᓂᔅᑕ@ᓪᓚᕆᒃ
ᓈᓚᓐᓂᕐᒧᑦ	ᓈᓚᓐ@ᓂᕐ@ᒧᑦ
ᐅᖃᕋᑖᕐᒪᖔᖅ	ᐅᖃ@ᕋᑖᕐ@ᒪᖔᖅ
ᑲᒪᒋᔭᖃᕐᒥᔪᒍᑦ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᒥ@ᔪᒍᑦ
ᑲᓇᑕᒃᑯᓐᓂᑦ	ᑲᓇᑕ@ᒃᑯᓐ@ᓂᑦ
ᓈᒻᒪᒻᒪ	ᓈᒻᒪᒻ@ᒪ
ᖁᔭᒋᒻᒥᔭᒃᑲ	ᖁᔭ@ᒋ@ᒻᒥ@ᔭᒃᑲ
ᖁᕕᐊᓱᑉᐳᖅ	ᖁᕕᐊ@ᓱᑉ@ᐳᖅ
ᐳᓚᕋᒃᑲᓐᓂᕈᒪᓪᓗᑕ	ᐳᓚ@ᕋ@ᒃᑲᓐᓂ@ᕈᒪ@ᓪᓗᑕ
ᐋᖅᑭᑕᐅᓂᖅ	ᐋᖅᑭ@ᑕ@ᐅ@ᓂᖅ
ᐊᑭᓕᔅᓴᖃᕐᕕᖓᓄᑦ	ᐊᑭ@ᓕ@ᔅᓴ@ᖃᕐᕕ@ᖓᓄᑦ
ᐱᓕᕆᕝᕕᖕᒧᑦ	ᐱ@ᓕᕆ@ᕝᕕᖕ@ᒧᑦ
ᑭᐅᔪᓐᓇᕐᓂᕈᒃᓯᐅᒃ	ᑭᐅ@ᔪᓐᓇᕐ@ᓂ@ᕈᒃᓯᐅᒃ
ᑕᕝᕙᖃᐃ	ᑕᕝᕙ@ᖃᐃ
ᑕᑉᐸᐅᖓᑦᑕᐅᖅ	ᑕᑉᐸ@ᐅᖓ@ᑦᑕᐅᖅ
ᑭᐅᔾᔪᓯᕆᕋᑖᖅᑕᖓᓄᑦ	ᑭᐅ@ᔾᔪᓯ@ᕆ@ᕋᑖᖅ@ᑕ@ᖓᓄᑦ
ᐱᔪᓐᓇᖃᑦᑕᓕᒑᔪᑦ	ᐱ@ᔪᓐᓇ@ᖃᑦᑕ@ᓕᒑ@ᔪᑦ
ᑲᔪᓯᓕᕆᑦ	ᑲᔪᓯ@ᓕ@ᕆᑦ
ᐃᑲᔪᕐᑐᕐᑕᐅᔪᒪᔪᒍᑦ	ᐃᑲᔪᕐ@ᑐᕐ@ᑕ@ᐅ@ᔪᒪ@ᔪᒍᑦ
ᓯᖁᒥᑦᑐᖃᕌᖓᑦ	ᓯᖁᒥᑦ@ᑐ@ᖃ@ᕌᖓᑦ
ᑲᔪᓯᒪᑎᑦᑎᔨᖓᑦ	ᑲᔪᓯ@ᒪ@ᑎᑦ@ᑎ@ᔨ@ᖓᑦ
ᕿᓂᖅᐸᓪᓕᐊᓂᖅ	ᕿᓂᖅ@ᐸᓪᓕᐊ@ᓂᖅ
ᑐᓴᖅᑕᐅᔪᒪᔪᑦ	ᑐᓴᖅ@ᑕ@ᐅ@ᔪᒪ@ᔪᑦ
ᐱᑐᖃᐅᕙᑦ	ᐱ@ᑐᖃ@ᐅ@ᕙᑦ
ᑕᕆᐅᕐᒥᐅᑕᓕᕆᔨᒃᑯᓐᓄᑦ	ᑕᕆᐅᕐ@ᒥᐅᑕ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᐱᓕᕆᖃᑎᒋᔪᓐᓇᕋᑦᑎᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᒋ@ᔪᓐᓇ@ᕋᑦ@ᑎ@ᒍᑦ
ᐊᓂᒍᐃᖕᒪᑕ	ᐊᓂ@ᒍ@ᐃ@ᖕᒪᑕ
ᐸᕐᓇᐃᓂᖃᖅᐸᑉᐳᒍᑦ	ᐸᕐᓇ@ᐃ@ᓂ@ᖃᖅ@ᐸᑉ@ᐳᒍᑦ
ᑭᐱᙳᐃᔭᕐᓂᕐᒧᑦ	ᑭᐱ@ᙳ@ᐃ@ᔭᕐ@ᓂᕐ@ᒧᑦ
ᐊᐃᑉᐸᖃᓚᖓᒻᒪᑦ	ᐊᐃᑉᐸ@ᖃ@ᓚᖓ@ᒻᒪᑦ
ᐊᑲᐅᒃᓴᖏᓪᓗᓂ	ᐊᑲᐅ@ᒃᓴ@ᖏᓪ@ᓗᓂ
ᓄᖅᑲᓕᕐᓗᑕᓗ	ᓄᖅᑲ@ᓕᕐ@ᓗᑕ@ᓗ
ᐅᖃᕆᐊᒃᑲᓐᓂᕈᓐᓇᕈᓂᐅᒃ	ᐅᖃ@ᕆᐊ@ᒃᑲᓐᓂ@ᕈᓐᓇ@ᕈᓂᐅᒃ
ᐊᒥᐊᖓᓄ	ᐊᒥᐊ@ᖓᓄ
ᖃᐃᑲᐃᓐᓇᖁᕙᒋᑦ	ᖃᐃ@ᑲᐃᓐᓇ@ᖁ@ᕙ@ᒋᑦ
ᐊᔾᔨᒋᓪᓗᓂᐅ	ᐊᔾᔨ@ᒋ@ᓪᓗᓂᐅ
ᖃᐅᔨᒪᑐᔪᒧᑦ	ᖃᐅᔨᒪ@ᑐ@ᔪ@ᒧᑦ
ᓴᓇᔪᒪᒻᒪᖔᑕ	ᓴᓇ@ᔪᒪ@ᒻᒪᖔᑕ
ᕿᒪᐃᓯᒪᕙᒻᒪᑕ	ᕿᒪ@ᐃ@ᓯ@ᒪ@ᕙᒻ@ᒪᑕ
ᖁᓪᓗᖅᑐᖅᓚᓗᓂ	ᖁᓪᓗᖅ@ᑐᖅ@ᓚ@ᓗᓂ
ᐋᖅᑭᓱᐃᓂᕐᒧᑦ	ᐋᖅᑭ@ᓱ@ᐃ@ᓂᕐ@ᒧᑦ
ᐃᓚᒋᐊᕈᓐᓇᖅᑎᒃᑲᕕᙵ	ᐃᓚ@ᒋᐊ@ᕈᓐᓇᖅ@ᑎ@ᒃᑲ@ᕕ@ᙵ
ᐊᐱᖅᓱᕈᒪᕙᓚᑦᑎᖕᒪᑦ	ᐊᐱᖅ@ᓱ@ᕈᒪ@ᕙᓚᑦᑎ@ᖕᒪᑦ
ᑭᐅᒍᓐᓇᖏᒻᒪᑦ	ᑭᐅ@ᒍᓐᓇᖏᒻ@ᒪᑦ
ᐱᔪᖃᕐᓗᓂ	ᐱ@ᔪ@ᖃᕐ@ᓗᓂ
ᑕᑯᓚᐅᕆᕗᒍᑦ	ᑕᑯ@ᓚᐅ@ᕆ@ᕗᒍᑦ
ᐊᑕᓂᖓᑕ	ᐊᑕᓂ@ᖓᑕ
ᐃᓕᖅᑯᓯᓕᕆᕕᒃ	ᐃᓕᖅᑯᓯ@ᓕᕆ@ᕕᒃ
ᑕᓪᓕᒻᒥᐅᒻᒪᑦ	ᑕᓪᓕᒻ@ᒥ@ᐅ@ᒻᒪᑦ
ᐊᑐᐃᓐᓇᕆᖏᓐᓇᒃᑭᑦ	ᐊᑐᐃᓐᓇ@ᕆ@ᖏᓐᓇ@ᒃᑭᑦ
ᓄᓇᒥᐅᑕᐅᔪᒥᒃ	ᓄᓇ@ᒥᐅᑕ@ᐅ@ᔪ@ᒥᒃ
ᐅᔾᔨᕆᒻᒥᔭᕋᑦᑕᐅᖅ	ᐅᔾᔨ@ᕆ@ᒻᒥ@ᔭᕋ@ᑦᑕᐅᖅ
ᐅᐃᕆᓂᖃᕐᒪᑕ	ᐅᐃᕆ@ᓂ@ᖃᕐ@ᒪᑕ
ᐃᑉᑯᐊ	ᐃᑉᑯᐊ
ᑕᐃᒪᒃᑕᐅ	ᑕᐃᒪ@ᒃᑕᐅ
ᑎᑎᕋᐅᔭᖅᑕᐅᓪᓗᓂ	ᑎᑎ@ᕋ@ᐅ@ᔭᖅ@ᑕ@ᐅ@ᓪᓗᓂ
ᓂᐅᕕᕐᕕᖁᑎᖃᕐᒪᑕ	ᓂᐅᕕᕐ@ᕕ@ᖁᑎ@ᖃᕐ@ᒪᑕ
ᒫᓐᓇᓕᓴᐅᔪᑦ	ᒫᓐᓇ@ᓕᓴ@ᐅ@ᔪᑦ
ᒐᕙᒪᑐᖃᒃᑯᖔᖅ	ᒐᕙᒪ@ᑐᖃ@ᒃᑯ@ᖔᖅ
ᕿᓚᓈᖅᐳᖅ	ᕿᓚᓈᖅ@ᐳᖅ
ᐅᔾᔨᕐᓇᕐᒪᓪᓗ	ᐅᔾᔨᕐ@ᓇᕐ@ᒪᓪ@ᓗ
ᐃᓱᒪᒋᔭᖃᑦᑐᒍᑦ	ᐃᓱᒪ@ᒋ@ᔭ@ᖃᑦ@ᑐᒍᑦ
ᖃᐅᔨᒪᓂᓕᒻᒪᕆᐅᒻᒪᑕ	ᖃᐅᔨᒪ@ᓂ@ᓕ@ᒻᒪᕆ@ᐅ@ᒻᒪᑕ
ᖁᕕᐊᓱᒻᒪᕆᑉᐳᖅ	ᖁᕕᐊ@ᓱ@ᒻᒪᕆᑉ@ᐳᖅ
ᐋᖅᑭᓱᐃᓪᓗᑎᑦ	ᐋᖅᑭ@ᓱ@ᐃ@ᓪᓗᑎᑦ
ᓱᓇᓕᕆᒻᒪᖔᑕᓗ	ᓱ@ᓇ@ᓕᕆ@ᒻᒪᖔᑕ@ᓗ
ᐋᖅᑭᒻᒪᕆᖃᑦᑕᖏᒻᒪᑕ	ᐋᖅᑭ@ᒻᒪᕆ@ᖃᑦᑕ@ᖏᒻ@ᒪᑕ
ᐃᓄᓕᕆᓂ	ᐃᓄ@ᓕᕆ@ᓂ
ᐃᓕᓴᕆᔪᒪᖕᒥᒐᒃᑯᑦᑕᐅᖅ	ᐃᓕᓴ@ᕆ@ᔪᒪ@ᖕᒥ@ᒐᒃᑯ@ᑦᑕᐅᖅ
ᐱᓕᕆᒃᑲᓐᓂᓛᖅᑐᔅᓴᐅᕗᖅ	ᐱ@ᓕᕆ@ᒃᑲᓐᓂ@ᓛᖅ@ᑐᔅᓴ@ᐅ@ᕗᖅ
ᑭᓇᑐᐃᓐᓇᒧ	ᑭᓇ@ᑐᐃᓐᓇ@ᒧ
ᐅᐊᓯᑦᑐᒧ	ᐅᐊ@ᓯᑦ@ᑐ@ᒧ
ᓴᓇᔭᐅᒋᐊᕐᓂᖓᓄᓪᓗ	ᓴᓇ@ᔭ@ᐅ@ᒋᐊᕐ@ᓂ@ᖓᓄᓪ@ᓗ
ᓇᓗᓇᐃᖅᓯᔪᓐᓇᕐᒪᒍ	ᓇᓗᓇ@ᐃᖅ@ᓯ@ᔪᓐᓇᕐ@ᒪᒍ
ᑖᔅᓱᒥ	ᑖᔅ@ᓱ@ᒥ
ᒪᑯᓇᙵᑦ	ᒪᑯ@ᓇᙵᑦ
ᓇᒻᒥᓂᖅᑖᐸᓪᓕᐊᓂᕐᒧᑦ	ᓇᒻᒥᓂᖅ@ᑖ@ᐸᓪᓕᐊ@ᓂᕐ@ᒧᑦ
ᐱᖁᑎᓕᒫᒥᓂᒃ	ᐱ@ᖁ@ᑎ@ᓕᒫ@ᒥ@ᓂᒃ
ᑎᑎᖅᑲᐅᕗᑦ	ᑎᑎ@ᖅᑲᐅ@ᕗᑦ
ᑲᔪᓯᓚᐅᕐᒪᑕ	ᑲᔪᓯ@ᓚᐅᕐ@ᒪᑕ
ᐋᖅᑭᔅᓱᐃᒐᓱᓪᓗᓂ	ᐋᖅᑭᔅ@ᓱ@ᐃ@ᒐᓱᓪ@ᓗᓂ
ᓱᕋᐃᔪᕕᓂᐅᑎᓪᓗᒋᑦ	ᓱᕋ@ᐃ@ᔪ@ᕕᓂ@ᐅ@ᑎᓪᓗᒋᑦ
ᐃᑲᔪᖅᑐᐃᕙᒃᑲ	ᐃᑲᔪᖅ@ᑐ@ᐃ@ᕙ@ᒃᑲ
