ᐊᖑᓇᓱᒃᑕᐅᔪᓐᓇᖅᑐᑦ	ᐊᖑ@ᓇᓱᒃ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᓄᓇᖁᑎᒋᔭᐅᓂᖓᓄᑦ	ᓄᓇ@ᖁᑎ@ᒋ@ᔭ@ᐅ@ᓂ@ᖓᓄᑦ
ᐅᑕᖅᑭᔪᓂᒃ	ᐅᑕᖅᑭ@ᔪ@ᓂᒃ
ᒐᕙᒪᖓᓄ	ᒐᕙᒪ@ᖓᓄ
ᐋᓐᓂᐊᒻᒪᖔᑦ	ᐋᓐᓂ@ᐊ@ᒻᒪᖔᑦ
ᒐᕙᒪᓕᕆᔨᓂᑦ	ᒐᕙᒪ@ᓕᕆ@ᔨ@ᓂᑦ
ᐱᔪᓐᓇᖅᑕᓕᒫᒥᓄᓐ	ᐱ@ᔪᓐᓇᖅ@ᑕ@ᓕᒫ@ᒥ@ᓄᓐ
ᐊᑐᖁᔭᐅᓪᓗᓂ	ᐊᑐ@ᖁ@ᔭ@ᐅ@ᓪᓗᓂ
ᓂᕿᓕᕆᕝᕕᖓᑦ	ᓂᕿ@ᓕᕆ@ᕝᕕ@ᖓᑦ
ᑕᖃᓚᐅᕐᒪᑦ	ᑕᖃ@ᓚᐅᕐ@ᒪᑦ
ᑭᒡᒐᖅᑐᐃᓐᓂᕐᒧᑦ	ᑭᒡᒐᖅ@ᑐ@ᐃᓐ@ᓂᕐ@ᒧᑦ
ᓄᖅᑲᖅᐸᓪᓕᐊᔪᒪᓕᕋᒪ	ᓄᖅᑲᖅ@ᐸᓪᓕᐊ@ᔪᒪ@ᓕ@ᕋᒪ
ᑭᐅᓚᐅᕐᒪᑕ	ᑭᐅ@ᓚᐅᕐ@ᒪᑕ
ᐱᔪᓐᓇᕐᓂᖃᖏᓗᐊᕐᒪᑕ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖃ@ᖏ@ᓗᐊᕐ@ᒪᑕ
ᐊᐃᕙᓂᐅᙱᒻᒪᑦ	ᐊᐃᕙ@ᓂ@ᐅ@ᙱᒻ@ᒪᑦ
ᑎᑭᑐᐊᖅᐸ	ᑎᑭ@ᑐᐊᖅ@ᐸ
ᖃᓄᑐᐃᓐᓇᒻᒪᕆᒃ	ᖃᓄ@ᑐᐃᓐᓇ@ᒻᒪᕆᒃ
ᐊᐅᓚᑉᐸᒻᒪᑕ	ᐊᐅᓚᑉ@ᐸᒻ@ᒪᑕ
ᐅᖃᓕᕆᓪᓗᓂ	ᐅᖃ@ᓕᕆ@ᓪᓗᓂ
ᐅᐱᕐᖓᐸᓪᓕᐊᓕᕐᒪᑦ	ᐅᐱ@ᕐᖓ@ᐸᓪᓕᐊ@ᓕᕐ@ᒪᑦ
ᐃᖅᑲᖅᑐᐃᔨᒃᑲᓐᓂᖅᑖᕋᓱᐊᕆᕗᒍᑦ	ᐃᖅᑲᖅ@ᑐ@ᐃ@ᔨ@ᒃᑲᓐᓂᖅ@ᑖ@ᕋᓱᐊ@ᕆ@ᕗᒍᑦ
ᑐᕌᒐᖃᓪᓗᐊᑕᕐᖓᑕ	ᑐᕌ@ᒐ@ᖃ@ᓪᓗᐊ@ᑕ@ᕐᖓ@ᑕ
ᐃᓱᒪᒋᔭᖓᓂᒃ	ᐃᓱᒪ@ᒋ@ᔭ@ᖓᓂᒃ
ᐱᔾᔪᑕᐅᒐᔪᒻᒪᑕ	ᐱ@ᔾᔪᑕ@ᐅ@ᒐᔪᒻ@ᒪᑕ
ᐱᒋᐊᔾᔮᖏᑦᑐᑦ	ᐱ@ᒋᐊ@ᔾᔮ@ᖏᑦ@ᑐᑦ
ᑭᖑᕙᕆᐊᖅᑐᖃᕌᖓᑦ	ᑭᖑ@ᕙ@ᕆᐊᖅ@ᑐ@ᖃ@ᕌᖓᑦ
ᑎᓕᔭᐅᓂᕐᒥᒍᑦ	ᑎᓕ@ᔭ@ᐅ@ᓂᕐ@ᒥᒍᑦ
ᓇᒻᒥᓂᖃᕐᓂᕐᒧᑦᑕᐅᖅ	ᓇᒻᒥᓂ@ᖃᕐ@ᓂᕐ@ᒧᑦ@ᑕᐅᖅ
ᐱᓕᕆᔨᒃᑯᓐᓂᑦ	ᐱ@ᓕᕆ@ᔨ@ᒃᑯᓐ@ᓂᑦ
ᓯᕐᓗᐊᖃᓚᐅᕐᒪᑕ	ᓯᕐᓗᐊ@ᖃ@ᓚᐅᕐ@ᒪᑕ
ᐋᖅᑭᓯᕙᓪᓕᐊᓂᕐᒥᑦ	ᐋᖅᑭ@ᓯ@ᕙᓪᓕᐊ@ᓂᕐ@ᒥᑦ
ᐅᓪᓗᒥᒥᑦ	ᐅᓪᓗᒥ@ᒥᑦ
ᐃᖅᑲᓇᐃᔮᑦᓴᒥᑦ	ᐃᖅᑲᓇᐃᔮ@ᑦᓴ@ᒥᑦ
ᓂᕿᓕᕆᔨᐅᓪᓗᑎᑦ	ᓂᕿ@ᓕᕆ@ᔨ@ᐅ@ᓪᓗᑎᑦ
ᖃᐅᔨᓴᖅᑕᐅᕙᖕᒪᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᐅ@ᕙᖕ@ᒪᑕ
ᐅᓄᖅᑐᑦ	ᐅᓄᖅ@ᑐᑦ
ᐃᑲᔪᖃᑎᒌᒃᑯᑦᑕ	ᐃᑲᔪ@ᖃᑎ@ᒌᒃ@ᑯᑦᑕ
ᑕᖅᑲᒃᑯᓄᖓᐃᓐᓇᖅ	ᑕᖅᑲᒃᑯ@ᓄᖓ@ᐃᓐ@ᓇᖅ
ᐊᓪᓚᒡᕕᑐᐃᓐᓇᖅ	ᐊᓪᓚᒡ@ᕕ@ᑐᐃᓐᓇᖅ
ᐅᐱᒋᑦᓯᐊᕆᕙᕋ	ᐅᐱ@ᒋ@ᑦᓯᐊ@ᕆ@ᕙᕋ
ᐅᖃᓪᓚᒃᑐᖃᖅᑎᓪᓗᒍ	ᐅᖃᓪᓚᒃ@ᑐ@ᖃᖅ@ᑎᓪᓗᒍ
ᐱᓕᕆᖃᑕᐅᑦᓯᐊᑐᑦ	ᐱ@ᓕᕆ@ᖃᑕᐅ@ᑦᓯᐊ@ᑐᑦ
ᖃᐅᔨᓴᐃᑎᓪᓗᒍ	ᖃᐅᔨ@ᓴ@ᐃ@ᑎᓪᓗᒍ
ᐃᖏᕐᕋᓛᕐᒥᖕᒪᑕ	ᐃᖏᕐᕋ@ᓛᕐ@ᒥ@ᖕᒪᑕ
ᑕᕝᕙᑦᓴᐃᓐᓇᕐᓗ	ᑕᕝᕙ@ᑦᓴ@ᐃᓐᓇᕐ@ᓗ
ᕿᒥᕐᕈᓗᓐᓂᖅ	ᕿᒥᕐᕈ@ᓗᓐ@ᓂᖅ
ᐱᖁᔭᕆᔭᐅᔪᑦ	ᐱ@ᖁ@ᔭ@ᕆ@ᔭ@ᐅ@ᔪᑦ
ᑕᒪᓐᓇᐅᖏᓐᓂᖓᓂᒃ	ᑕᒪᓐᓇ@ᐅ@ᖏᓐ@ᓂ@ᖓᓂᒃ
ᓴᖑᓂᐅᕙᓪᓕᐊᔪᓂᒃ	ᓴᖑ@ᓂ@ᐅ@ᕙᓪᓕᐊ@ᔪ@ᓂᒃ
ᑭᒡᒐᑐᖅᑕᐅᔪᓂᑦ	ᑭᒡᒐ@ᑐᖅ@ᑕ@ᐅ@ᔪ@ᓂᑦ
ᐊᐱᕆᔪᓐᓇᖅᑎᒃᑯᒪ	ᐊᐱᕆ@ᔪᓐᓇᖅ@ᑎᒃ@ᑯᒪ
ᐃᓚᐅᔪᓐᓇᓛᕐᒪᑕ	ᐃᓚ@ᐅ@ᔪᓐᓇ@ᓛᕐ@ᒪᑕ
ᕿᓪᓕᖅᑐᒥᑦ	ᕿᓪᓕᖅ@ᑐ@ᒥᑦ
ᐊᑦᑕᓇᕋᓂᓗ	ᐊᑦᑕ@ᓇ@ᕋᓂ@ᓗ
ᐱᕈᖅᐸᓪᓕᐊᑎᓪᓗᒍᓗ	ᐱᕈᖅ@ᐸᓪᓕᐊ@ᑎᓪᓗᒍ@ᓗ
ᑐᔪᕐᒥᔪᓐᓇᑎᓪᓗᒋᑦ	ᑐᔪᕐᒥ@ᔪᓐᓇ@ᑎᓪᓗᒋᑦ
ᑐᓴᖅᑕᐅᔪᓐᓇᕐᓗᓂ	ᑐᓴᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᓗᓂ
ᐱᓕᕆᕕᓕ	ᐱ@ᓕᕆ@ᕕ@ᓕ
ᐃᓄᑦᑎᑑᒻᒪᑕ	ᐃᓄᑦ@ᑎ@ᑑ@ᒻᒪᑕ
ᐃᒪᓐᓇᐃᓇᓱᒻᒪᑦ	ᐃᒪᓐᓇ@ᐃ@ᓇᓱᒻ@ᒪᑦ
ᕿᒥᕐᕈᓇᒃᐸᓪᓕᐊᒐᓱᒃᑐᒍᑦ	ᕿᒥᕐᕈ@ᓇᒃ@ᐸᓪᓕᐊ@ᒐᓱᒃ@ᑐᒍᑦ
ᐱᕐᓕᓕᖅᑐᑦ	ᐱᕐᓕ@ᓕᖅ@ᑐᑦ
ᑲᒪᒋᑦᑎᐊᕐᓂᖅ	ᑲᒪ@ᒋ@ᑦᑎᐊᕐ@ᓂᖅ
ᐃᑲᔪᕐᓂᕐᒧᑦ	ᐃᑲᔪᕐ@ᓂᕐ@ᒧᑦ
ᓴᖅᑭᑕᐅᔪᓐᓇᖅᑐᑦ	ᓴᖅᑭ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐃᑲᔪᖅᓱᕐᓂᐅᔪᓂᒃ	ᐃᑲᔪᖅ@ᓱᕐ@ᓂ@ᐅ@ᔪ@ᓂᒃ
ᐊᖏᖅᑕᐅᔪᓐᓇᖅᓯᕗᕐᓗ	ᐊᖏᖅ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᓯ@ᕗᕐ@ᓗ
ᖃᐅᔨᒋᐊᕐᕕᐅᓛᕐᒪᖔᑕ	ᖃᐅᔨ@ᒋᐊᕐ@ᕕ@ᐅ@ᓛᕐ@ᒪᖔᑕ
ᖃᒪᓂᖅᑐᐊᕐᒥᐅᑕᕐᒧᑦ	ᖃᒪᓂᖅᑐᐊᕐ@ᒥᐅᑕᕐ@ᒧᑦ
ᒫᓐᓇᓪᓚᕆᒻᒧᑦ	ᒫᓐᓇ@ᓪᓚᕆᒻ@ᒧᑦ
ᖁᕕᐊᓱᒍᑎᖃᕐᓂᖓᑦ	ᖁᕕᐊ@ᓱ@ᒍᑎ@ᖃᕐ@ᓂ@ᖓᑦ
ᓱᕋᒃᑐᒥᓂᐅᑉᐸᑦ	ᓱᕋᒃ@ᑐ@ᒥᓂ@ᐅ@ᑉᐸᑦ
ᐳᓚᕋᖃᑦᑕᖅᑐᓐ	ᐳᓚ@ᕋ@ᖃᑦᑕᖅ@ᑐᓐ
ᐊᔪᙱᓕᖅᑐᒍᑦ	ᐊᔪ@ᙱ@ᓕᖅ@ᑐᒍᑦ
ᐊᐱᕆᓛᕐᒥᔪᖓ	ᐊᐱᕆ@ᓛᕐ@ᒥ@ᔪᖓ
ᐃᓚᖃᓗᐊᖅᑎᓪᓗᒍ	ᐃᓚ@ᖃ@ᓗᐊᖅ@ᑎᓪᓗᒍ
ᐃᖅᑲᖅᑐᐃᔨᐅᔪᓄᑦ	ᐃᖅᑲᖅ@ᑐ@ᐃ@ᔨ@ᐅ@ᔪ@ᓄᑦ
ᑲᒪᒋᔭᒪ	ᑲᒪ@ᒋ@ᔭ@ᒪ
ᑭᐅᖅᑲᐅᖕᒪᑦ	ᑭᐅ@ᖅᑲᐅ@ᖕᒪᑦ
ᐱᕚᓪᓕᕐᓂᖓᓄ	ᐱ@ᕚᓪᓕᕐ@ᓂ@ᖓᓄ
ᐋᖅᑭᒃᓯᖃᑎᒌᖕᓂᐅᔪᒥᒃ	ᐋᖅᑭᒃ@ᓯ@ᖃᑎ@ᒌᖕ@ᓂ@ᐅ@ᔪ@ᒥᒃ
ᐊᕐᕌᒍᖃᖅᐸᒻᒪᑕ	ᐊᕐᕌᒍ@ᖃᖅ@ᐸᒻ@ᒪᑕ
ᑭᒡᒐᖅᑐᐃᕚᑦ	ᑭᒡᒐᖅ@ᑐ@ᐃ@ᕚᑦ
ᐅᐊᔪᓕᕆᓂᕐᒧᑦ	ᐅᐊ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᑰᒻᒥᑦ	ᑰᒻ@ᒥᑦ
ᐅᖃᐅᑕᐅᕙᓚᐅᕐᒥᔪᑦ	ᐅᖃ@ᐅᑕ@ᐅ@ᕙ@ᓚᐅᕐ@ᒥ@ᔪᑦ
ᑲᔪᓯᑎᑦᑎᓇᓱᓐᓂᖓᓄᑦ	ᑲᔪᓯ@ᑎᑦ@ᑎ@ᓇᓱᓐ@ᓂ@ᖓᓄᑦ
ᑕᐃᒃᑯᓇᙵᑦ	ᑕᐃᒃᑯ@ᓇᙵᑦ
ᓂᑉᓕᖃᑦᑕᖅᑎᓪᓗᒋᑦ	ᓂᑉᓕ@ᖃᑦᑕᖅ@ᑎᓪᓗᒋᑦ
ᑐᐊᕕᕐᓇᕐᓂᖃᖅᑎᓪᓗᒋᑦ	ᑐᐊᕕᕐ@ᓇᕐ@ᓂ@ᖃᖅ@ᑎᓪᓗᒋᑦ
ᓈᒻᒪᓕᖅᐸᒃ	ᓈᒻᒪ@ᓕᖅ@ᐸᒃ
ᓈᓴᐃᔾᔪᑕᐅᒻᒪᑦ	ᓈ@ᓴ@ᐃ@ᔾᔪᑕ@ᐅ@ᒻᒪᑦ
ᑐᐊᕕᕈᓐᓇᕐᓂᖅᓴᐅᔪᒥᒃ	ᑐᐊᕕ@ᕈᓐᓇᕐ@ᓂᖅᓴ@ᐅ@ᔪ@ᒥᒃ
ᐅᐱᖃᑦᑕᖅᐳᑦ	ᐅᐱ@ᖃᑦᑕᖅ@ᐳᑦ
ᐅᐸᓚᐅᕐᒪᑦ	ᐅᐸ@ᓚᐅᕐ@ᒪᑦ
ᖃᐅᔨᓴᖅᑐᖃᕐᓗᓂ	ᖃᐅᔨ@ᓴᖅ@ᑐ@ᖃᕐ@ᓗᓂ
ᐊᕐᕙᕐᓗ	ᐊᕐᕙᕐ@ᓗ
ᐱᖃᖅᑎᓪᓗᒋᑦ	ᐱ@ᖃᖅ@ᑎᓪᓗᒋᑦ
ᐱᓕᕆᓪᓚᕆᓚᐅᕐᒪᖔᑕ	ᐱ@ᓕᕆ@ᓪᓚᕆ@ᓚᐅᕐ@ᒪᖔᑕ
ᐃᓚᐅᓂᕐᒧᑦ	ᐃᓚ@ᐅ@ᓂᕐ@ᒧᑦ
ᑲᒪᒋᔭᒃᓴᖃᕐᒪᑦ	ᑲᒪ@ᒋ@ᔭ@ᒃᓴ@ᖃᕐ@ᒪᑦ
ᑐᕌᖓᓗᐊᖅᐸᓪᓚᐃᒻᒪᑦ	ᑐᕌ@ᖓ@ᓗᐊᖅ@ᐸᓪᓚᐃ@ᒻᒪᑦ
ᐃᒪᓐᓇᐅᔪᓐᓇᖅᑐᑦ	ᐃᒪᓐᓇ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᐊᓪᓚᕝᕕᖓᓄ	ᐊᓪᓚᕝ@ᕕ@ᖓᓄ
ᒫᓐᓇᓵᑯᓗᒃ	ᒫᓐᓇ@ᓵ@ᑯᓗᒃ
ᐊᓪᓚᒡᕕᖃᕈᑦᑕ	ᐊᓪᓚᒡ@ᕕ@ᖃ@ᕈᑦᑕ
ᓇᒻᒥᓂᖅᑕᐅᖅ	ᓇᒻᒥᓂᖅ@ᑕᐅᖅ
ᑲᒪᔨᖃᖅᐳᑦ	ᑲᒪ@ᔨ@ᖃᖅ@ᐳᑦ
ᑲᔪᓯᙳᐊᑕᕐᓯᓐᓇᕆᑦ	ᑲᔪᓯ@ᙳᐊ@ᑕᕐ@ᓯ@ᓐᓇ@ᕆᑦ
ᐅᑕᖅᑭᑎᐊᖅᑐᑦ	ᐅᑕᖅᑭ@ᑎ@ᐊᖅ@ᑐᑦ
ᓱᓇᐅᖕᒪᖔᑦ	ᓱ@ᓇ@ᐅ@ᖕᒪᖔᑦ
ᐃᓄᐊᓂᓘᓐᓃᑦ	ᐃᓄ@ᐊᓂ@ᓘᓐᓃᑦ
ᖃᐅᔨᒪᔭᑐᖃ	ᖃᐅᔨᒪ@ᔭ@ᑐᖃ
ᑎᑭᓴᐃᔨᐅᕙᑦᑐᑦ	ᑎᑭ@ᓴ@ᐃ@ᔨ@ᐅ@ᕙᑦ@ᑐᑦ
ᐱᐊᓂᒃᐸᓪᓕᐊᓂᕐᒧᑦ	ᐱ@ᐊᓂᒃ@ᐸᓪᓕᐊ@ᓂᕐ@ᒧᑦ
ᐊᑭᖃᐅᕐᒪᑕ	ᐊᑭ@ᖃᐅᕐ@ᒪᑕ
ᐅᒃᐱᕈᓱᒃᐳᒍᑦ	ᐅᒃᐱ@ᕈᓱᒃ@ᐳᒍᑦ
ᑭᐅᓛᕋᒪ	ᑭᐅ@ᓛ@ᕋᒪ
ᐅᖃᖅᑲᐅᒥᒻᒪᑕ	ᐅᖃ@ᖅᑲᐅ@ᒥ@ᒻᒪᑕ
ᐊᖏᓂᖏᓂ	ᐊᖏ@ᓂ@ᖏ@ᓂ
ᐱᕙᓪᓕᐊᑎᑦᓯᔨᓄᑦ	ᐱ@ᕙᓪᓕᐊ@ᑎᑦ@ᓯ@ᔨ@ᓄᑦ
ᓴᓂᑭᓗᐊᕐᒥᐅᑕᐅᔪᓄᑦ	ᓴᓂᑭᓗᐊᕐ@ᒥᐅᑕ@ᐅ@ᔪ@ᓄᑦ
ᐃᐊᑯ	ᐃᐊᑯ
ᐃᒃᐱᒍᓱᓪᓗᐊᑕᖅᑐᑦ	ᐃᒃᐱ@ᒍᓱ@ᓪᓗᐊ@ᑕᖅ@ᑐᑦ
ᐳᐃᒍᓗᐊᓕᕐᑕᒥᓂᕋ	ᐳᐃᒍ@ᓗᐊ@ᓕᕐ@ᑕ@ᒥᓂ@ᕋ
ᐱᖃᖃᑦᑕᔾᔮᖏᒻᒪᑕ	ᐱ@ᖃ@ᖃᑦᑕ@ᔾᔮ@ᖏᒻ@ᒪᑕ
ᐱᓕᕆᕕᒻᒪᖔᑕ	ᐱ@ᓕᕆ@ᕕᒻ@ᒪᖔᑕ
ᐱᖕᒥᒐᑦᑕ	ᐱ@ᖕᒥ@ᒐᑦᑕ
ᑎᑭᕝᕕᐅᓂᖓᓄᑦ	ᑎᑭᕝ@ᕕ@ᐅ@ᓂ@ᖓᓄᑦ
ᐱᑐᖃᒃᑯᕕᑦᓴᖅ	ᐱ@ᑐᖃ@ᒃᑯ@ᕕ@ᑦᓴᖅ
ᓴᓇᔪᓕᕆᓂᕐᒧᑦ	ᓴᓇ@ᔪ@ᓕᕆ@ᓂᕐ@ᒧᑦ
ᖃᐅᔨᔭᐅᔪᒃᓴᐅᕗᖅ	ᖃᐅᔨ@ᔭ@ᐅ@ᔪᒃᓴ@ᐅ@ᕗᖅ
ᑕᑉᐱᒃᑯᓄᖓ	ᑕᑉᐱᒃᑯ@ᓄᖓ
ᓄᖅᑲᖓᕝᕕᐅᓪᓗᓂ	ᓄᖅᑲ@ᖓ@ᕝᕕ@ᐅ@ᓪᓗᓂ
ᓴᖅᑭᑦᑎᕙᓪᓕᐊᔪᒍᑦ	ᓴᖅᑭᑦ@ᑎ@ᕙᓪᓕᐊ@ᔪᒍᑦ
ᐊᑲᕐᕆᓂᖅᓴᒧ	ᐊᑲᕐᕆ@ᓂᖅᓴ@ᒧ
ᑲᔪᓯᓂᖓᓄᑦ	ᑲᔪᓯ@ᓂ@ᖓᓄᑦ
ᒪᑉᐱᖅᑐᒐᕐᒧ	ᒪᑉᐱᖅ@ᑐ@ᒐᕐ@ᒧ
ᑐᑦᓯᕋᕐᑕᐅᔪᓄᑦ	ᑐᑦᓯ@ᕋᕐ@ᑕ@ᐅ@ᔪ@ᓄᑦ
ᐋᖅᑭᔅᓱᖅᑐᑦ	ᐋᖅᑭᔅ@ᓱᖅ@ᑐᑦ
ᐊᖏᕐᑕᐅᓪᓗᓂ	ᐊᖏᕐ@ᑕ@ᐅ@ᓪᓗᓂ
ᓄᓇᑕᖃᕐᒪᖔᑦ	ᓄᓇ@ᑕᖃᕐ@ᒪᖔᑦ
ᐱᓕᕆᖃᑎᖃᐃᓐᓇᖅᑐᒍᑦ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᐃᓐᓇᖅ@ᑐᒍᑦ
ᐃᑲᔪᖅᑕᐅᔪᓐᓇᕆᕙᑦ	ᐃᑲᔪᖅ@ᑕ@ᐅ@ᔪᓐᓇ@ᕆ@ᕙᑦ
ᑐᓚᒃᑕᕕᒃᓴᖓᓄᑦ	ᑐᓚᒃᑕᕕ@ᒃᓴ@ᖓᓄᑦ
ᑎᑎᕋᖅᑕᐅᕙᓪᓕᐊᔪᒥᒃ	ᑎᑎ@ᕋᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᔪ@ᒥᒃ
ᐃᕐᓂᖓᑦ	ᐃᕐᓂ@ᖓᑦ
ᑲᔪᓯᓚᐅᕐᒥᔪᑦ	ᑲᔪᓯ@ᓚᐅᕐ@ᒥ@ᔪᑦ
ᐊᓂᒍᖅᑎᑕᐅᒃᐸᑦ	ᐊᓂ@ᒍᖅ@ᑎ@ᑕ@ᐅ@ᒃᐸᑦ
ᐱᔪᓐᓇᕐᓂᖃᕐᒪᖔᖅ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᖃᕐ@ᒪᖔᖅ
ᓄᓇᖁᑎᓄᑦ	ᓄᓇ@ᖁᑎ@ᓄᑦ
ᐅᓂᒃᑳᒧ	ᐅᓂᒃᑳ@ᒧ
ᐃᓄᓪᓚᕆᐅᔪᑎᒍᑦ	ᐃᓄ@ᓪᓚᕆ@ᐅ@ᔪ@ᑎᒍᑦ
ᓯᓚᓕᕆᕕᒃ	ᓯᓚ@ᓕᕆ@ᕕᒃ
ᑕᒪᒃᑯᓂᖓᑦᑕᐅᖅ	ᑕᒪᒃᑯ@ᓂᖓ@ᑦᑕᐅᖅ
ᑲᒪᓇᓱᒡᓗᓂ	ᑲᒪ@ᓇᓱᒡ@ᓗᓂ
ᐅᒃᐱᕆᔭᒃᑲ	ᐅᒃᐱᕆ@ᔭ@ᒃᑲ
ᐃᒥᕐᒧᓪᓗ	ᐃᒥᕐ@ᒧᓪ@ᓗ
ᓴᐳᔾᔭᐅᓂᕐᒥᑦ	ᓴᐳ@ᔾᔭ@ᐅ@ᓂᕐ@ᒥᑦ
ᓯᐅᕋᖅᑕᕕᒻᒧᑦ	ᓯᐅᕋᖅ@ᑕ@ᕕᒻ@ᒧᑦ
ᑲᒪᒋᔭᖃᕐᒪᖔᑦ	ᑲᒪ@ᒋ@ᔭ@ᖃᕐ@ᒪᖔᑦ
ᖃᐅᔨᓇᓱᒍᓐᓇᖅᐱᑦ	ᖃᐅᔨ@ᓇᓱ@ᒍᓐᓇᖅ@ᐱᑦ
ᐅᑕᖅᑭᔪᒥᒃ	ᐅᑕᖅᑭ@ᔪ@ᒥᒃ
ᐃᓱᒪᒋᐊᖁᔭᕋ	ᐃᓱᒪ@ᒋᐊ@ᖁ@ᔭ@ᕋ
ᐃᕐᓂᕆᓚᐅᖅᑕᖓᓄᑦ	ᐃᕐᓂ@ᕆ@ᓚᐅᖅ@ᑕ@ᖓᓄᑦ
ᑲᔪᓯᕙᑉᐳᑦ	ᑲᔪᓯ@ᕙᑉ@ᐳᑦ
ᓇᒻᒥᓂᖃᕋᓱᒋᔪᑦ	ᓇᒻᒥᓂ@ᖃ@ᕋᓱᒋ@ᔪᑦ
ᓅᕕᑉᐱᕆ	ᓅᕕᑉᐱᕆ
ᐱᓇᓱᑉᐸᑦᑐᒍᑦ	ᐱ@ᓇᓱᑉ@ᐸᑦ@ᑐᒍᑦ
ᐅᑕᖅᑭᓕᕌᖓᒪ	ᐅᑕᖅᑭ@ᓕ@ᕌᖓᒪ
ᐊᖏᓂᖅᓴᐅᒻᒥᔪᖅ	ᐊᖏ@ᓂᖅᓴ@ᐅ@ᒻᒥ@ᔪᖅ
ᐃᓕᓴᕆᓂᕐᒧᑦ	ᐃᓕᓴ@ᕆ@ᓂᕐ@ᒧᑦ
ᐱᕙᓪᓕᐊᓂᕆᔭᐅᔪᒥᒃ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᕆ@ᔭ@ᐅ@ᔪ@ᒥᒃ
ᐳᖅᑐᓛᒥᑦ	ᐳᖅᑐ@ᓛ@ᒥᑦ
ᑭᒡᒐᖅᑐᖃᑕᐅᔭᒃᑲ	ᑭᒡᒐᖅ@ᑐ@ᖃᑕᐅ@ᔭ@ᒃᑲ
ᐳᐃᒍᐃᒐᒪ	ᐳᐃᒍ@ᐃ@ᒐ@ᒪ
ᐃᓱᒪᒋᔭᐅᒋᐊᕐᓗᓂ	ᐃᓱᒪ@ᒋ@ᔭ@ᐅ@ᒋᐊᕐ@ᓗᓂ
ᐃᓱᒪᖃᖃᑦᑕᖅᑐᒍᑦ	ᐃᓱᒪ@ᖃ@ᖃᑦᑕᖅ@ᑐᒍᑦ
ᖁᕕᐊᑉᐳᑦ	ᖁᕕᐊᑉ@ᐳᑦ
ᖃᐅᔨᓴᕈᑕᐅᓂᕐᒧᑦ	ᖃᐅᔨ@ᓴ@ᕈᑕ@ᐅ@ᓂᕐ@ᒧᑦ
ᐃᑉᕕᓘᓐᓃᑦ	ᐃᑉᕕ@ᓘᓐᓃᑦ
ᐃᓚᒋᐊᕆᔪᒪᑉᐸᑦ	ᐃᓚ@ᒋᐊ@ᕆ@ᔪᒪ@ᑉᐸᑦ
ᕿᒥᕐᕈᕙᑦᑐᑦ	ᕿᒥᕐᕈ@ᕙᑦ@ᑐᑦ
ᐊᖏᖁᔨᒻᒪᑦ	ᐊᖏ@ᖁ@ᔨ@ᒻᒪᑦ
ᐱᕚᓪᓕᕈᑕᐅᓇᓱᒃᑲᓐᓂᕐᓗᓂ	ᐱ@ᕚᓪᓕ@ᕈᑕ@ᐅ@ᓇᓱ@ᒃᑲᓐᓂᕐ@ᓗᓂ
ᓯᓚᑦᑐᓴᕐᕕᒃᑯᓐᓄᑦ	ᓯᓚ@ᑦᑐ@ᓴᕐ@ᕕ@ᒃᑯᓐ@ᓄᑦ
ᐱᕋᔭᒃᑲᓐᓂᖃᑦᑕᖅᑐᑦ	ᐱ@ᕋ@ᔭ@ᒃᑲᓐᓂ@ᖃᑦᑕᖅ@ᑐᑦ
ᐊᖏᖅᐲᑦ	ᐊᖏᖅ@ᐲᑦ
ᐊᑖᑕᒪᓗ	ᐊᑖᑕ@ᒪ@ᓗ
ᐊᐱᕆᔭᐅᒻᒥᒐᒪ	ᐊᐱᕆ@ᔭ@ᐅ@ᒻᒥ@ᒐᒪ
ᐅᔾᔨᕈᓱᓕᕐᓕᑦ	ᐅᔾᔨ@ᕈᓱ@ᓕᕐ@ᓕᑦ
ᓈᒻᒪᑦᑐᒻᒪᕆᐅᓪᓗᓂ	ᓈᒻᒪᑦ@ᑐ@ᒻᒪᕆ@ᐅ@ᓪᓗᓂ
ᕿᒻᒥᖃᖅᑐᖃᕌᖓᓪᓗ	ᕿᒻᒥ@ᖃᖅ@ᑐ@ᖃ@ᕌᖓᓪ@ᓗ
ᐱᔪᓐᓇᕐᓂᓕᒫᒥᑎᒍᑦ	ᐱ@ᔪᓐᓇᕐ@ᓂ@ᓕᒫ@ᒥ@ᑎᒍᑦ
ᐅᖃᕐᓱᓂ	ᐅᖃᕐ@ᓱ@ᓂ
