ᖃᖑᖅᐸᓪᓕᐊᓂᖓᓄᑦ	ᖃᖑᖅ@ᐸᓪᓕᐊ@ᓂ@ᖓᓄᑦ
ᑳᓐᑐᕌᒃᑎᑕᐅᔪᖃᕌᖓᑦ	ᑳᓐᑐᕌᒃ@ᑎ@ᑕ@ᐅ@ᔪ@ᖃ@ᕌᖓᑦ
ᐴᓂᑦ	ᐴ@ᓂᑦ
ᑐᒃᓯᕋᖅᑕᐅᔪᓐᓇᖅᑐᑦ	ᑐᒃᓯ@ᕋᖅ@ᑕ@ᐅ@ᔪᓐᓇᖅ@ᑐᑦ
ᒪᓕᑦᑕᔅᓴᖅ	ᒪᓕᑦ@ᑕ@ᔅᓴᖅ
ᑕᐃᑲᐅᒻᒪᑕ	ᑕᐃᑲ@ᐅ@ᒻᒪᑕ
ᐱᓕᕆᔨᑕᖃᐅᖅᐳᖅ	ᐱ@ᓕᕆ@ᔨ@ᑕᖃ@ᐅᖅ@ᐳᖅ
ᓂᕿᑖᕐᕕᒃᓴᐅᒻᒪᑦ	ᓂᕿ@ᑖᕐ@ᕕ@ᒃᓴ@ᐅ@ᒻᒪᑦ
ᑕᐃᒐᕕᐅᒃ	ᑕᐃ@ᒐᕕᐅᒃ
ᐃᓚᒋᔭᐅᔪᒪᔪᒍᑦ	ᐃᓚ@ᒋ@ᔭ@ᐅ@ᔪᒪ@ᔪᒍᑦ
ᓱᒃᑯᐊᕿᓕᕋᐃᒻᒪᑕ	ᓱᒃᑯ@ᐊ@ᕿ@ᓕᕋᐃ@ᒻᒪᑕ
ᑐᕌᖓᔪᓐᓇᕐᓂᖅᓴᐅᔪᓄᑦ	ᑐᕌ@ᖓ@ᔪᓐᓇᕐ@ᓂᖅᓴ@ᐅ@ᔪ@ᓄᑦ
ᑲᒪᕙᒻᒪᖔᖅ	ᑲᒪ@ᕙᒻ@ᒪᖔᖅ
ᐱᓇᓱᒍᒪᔪᑦ	ᐱ@ᓇᓱ@ᒍᒪ@ᔪᑦ
ᑭᓇᑐᐃᓐᓇᖃᐃ	ᑭᓇ@ᑐᐃᓐᓇ@ᖃᐃ
ᐋᖅᑭᒐᓱᒍᓐᓇᕐᓗᓂᐅᒃ	ᐋᖅᑭ@ᒐᓱ@ᒍᓐᓇᕐ@ᓗᓂᐅᒃ
ᐊᔾᔨᑐᐃᓐᓇᕆᒻᒥᒻᒪᒍ	ᐊᔾᔨ@ᑐᐃᓐᓇ@ᕆ@ᒻᒥ@ᒻᒪᒍ
ᐱᓕᕆᕕᒻᒧᓘᓐᓃᑦ	ᐱ@ᓕᕆ@ᕕᒻ@ᒧ@ᓘᓐᓃᑦ
ᑕᐃᒪᐃᒃᓴᐃᓇᖅᑕᐅᖅ	ᑕᐃᒪᐃ@ᒃᓴ@ᐃ@ᓇᖅ@ᑕᐅᖅ
ᑐᔪᕐᒥᔾᔪᑕᐅᔪᑦ	ᑐᔪᕐᒥ@ᔾᔪᑕ@ᐅ@ᔪᑦ
ᐅᓄᖅᓯᒋᐊᕈᑎᒃ	ᐅᓄᖅ@ᓯ@ᒋᐊ@ᕈᑎᒃ
ᓴᕿᐅᑎᑲᓐᓂᓛᖅᑕᕋ	ᓴᕿ@ᐅᑎ@ᑲᓐᓂ@ᓛᖅ@ᑕ@ᕋ
ᐊᑭᖓᓄ	ᐊᑭ@ᖓᓄ
ᑐᕌᖅᑕᕕᓪᓗᐊᑕᐅᔪᓄᑦ	ᑐᕌᖅ@ᑕ@ᕕ@ᓪᓗᐊ@ᑕ@ᐅ@ᔪ@ᓄᑦ
ᑲᒪᒋᔭᖃᓚᐅᙱᒻᒪᑕ	ᑲᒪ@ᒋ@ᔭ@ᖃ@ᓚᐅ@ᙱᒻ@ᒪᑕ
ᑕᑯᒋᐊᑲᐃᓐᓇᙵ	ᑕᑯ@ᒋᐊ@ᑲᐃᓐᓇ@ᙵ
ᑐᓱᒻᒪᕆᑦᑐᔅᓴᐅᕗᑦ	ᑐ@ᓱ@ᒻᒪᕆᑦ@ᑐᔅᓴ@ᐅ@ᕗᑦ
ᐃᑲᔪᖅᑐᖅᑕᐅᔪᒪᓂᕐᒧᑦ	ᐃᑲᔪᖅ@ᑐᖅ@ᑕ@ᐅ@ᔪᒪ@ᓂᕐ@ᒧᑦ
ᐊᓐᓂᐊᕐᕕᐅᔪᒥᑦ	ᐊᓐᓂ@ᐊᕐ@ᕕ@ᐅ@ᔪ@ᒥᑦ
ᑲᓇᓐᓇᖓᓂᑦ	ᑲᓇᓐᓇ@ᖓᓂᑦ
ᓂᓪᓚᓱᙱᑦᑐᒥᑦ	ᓂᓪᓚ@ᓱ@ᙱᑦ@ᑐ@ᒥᑦ
ᖃᐅᔨᓴᖅᑕᕕᓂᐅᔪᒃᓴᐅᒻᒪᑕ	ᖃᐅᔨ@ᓴᖅ@ᑕ@ᕕᓂ@ᐅ@ᔪᒃᓴ@ᐅ@ᒻᒪᑕ
ᐅᖃᐅᑎᔪᓐᓇᕈᕕᒋᑦ	ᐅᖃ@ᐅᑎ@ᔪᓐᓇ@ᕈᕕᒋᑦ
ᐊᓂᕙᓪᓕᐊᓕᖅᑐᑦ	ᐊᓂ@ᕙᓪᓕᐊ@ᓕᖅ@ᑐᑦ
ᐱᑐᖃᒃᑯᕕᒃ	ᐱ@ᑐᖃ@ᒃᑯ@ᕕᒃ
ᑲᔪᓯᕙᓪᓕᐊᓂᖅ	ᑲᔪᓯ@ᕙᓪᓕᐊ@ᓂᖅ
ᖃᐅᔨᒪᑎᑕᐅᔪᒍᑦ	ᖃᐅᔨᒪ@ᑎ@ᑕ@ᐅ@ᔪᒍᑦ
ᐅᕙᖓᑐᐊᖃᐃ	ᐅᕙᖓ@ᑐᐊ@ᖃᐃ
ᐱᔪᒪᔭᐅᑉᐸ	ᐱ@ᔪᒪ@ᔭ@ᐅ@ᑉᐸ
ᑐᓚᒃᑕᕐᕕᐅᔪᓂᒃ	ᑐᓚᒃᑕᕐᕕ@ᐅ@ᔪ@ᓂᒃ
ᕿᒥᕐᕈᓂᖃᓚᐅᕐᓗᑕ	ᕿᒥᕐᕈ@ᓂ@ᖃ@ᓚᐅᕐ@ᓗᑕ
ᐃᑲᔪᖃᑎᒌᓐᓂᖅ	ᐃᑲᔪ@ᖃᑎ@ᒌᓐ@ᓂᖅ
ᑐᕌᖅᑎᑕᐅᕗᖅ	ᑐᕌᖅ@ᑎ@ᑕ@ᐅ@ᕗᖅ
ᐊᓂᒍᐃᔪᒪᓂᕆᔭᖓᓗ	ᐊᓂ@ᒍ@ᐃ@ᔪᒪ@ᓂ@ᕆ@ᔭ@ᖓ@ᓗ
ᐊᖏᖅᑕᐅᔾᔪᑎᒃ	ᐊᖏᖅ@ᑕ@ᐅ@ᔾᔪᑎᒃ
ᑕᑯᔪᒪᖕᒥᔪᖓ	ᑕᑯ@ᔪᒪ@ᖕᒥ@ᔪᖓ
ᐊᐱᖅᓱᓇᓐᓂᐅᔪᒧ	ᐊᐱᖅ@ᓱ@ᓇᓐ@ᓂ@ᐅ@ᔪ@ᒧ
ᐅᓄᖅᓯᒋᐊᖅᓯᒪᒪᑕ	ᐅᓄᖅ@ᓯ@ᒋᐊᖅ@ᓯᒪ@ᒪ@ᑕ
ᒥᓕᐊᑐᕐᓂᕐᒪᑦ	ᒥᓕ@ᐊ@ᑐᕐ@ᓂᕐ@ᒪᑦ
ᓯᕗᓪᓕᖅᐸᐅᖃᑕᐅᓚᐅᕐᒪᑦ	ᓯᕗ@ᓪᓕᖅ@ᐸ@ᐅ@ᖃᑕᐅ@ᓚᐅᕐ@ᒪᑦ
ᐃᓄᒋᐊᒃᐸᑕ	ᐃᓄᒋᐊᒃ@ᐸ@ᑕ
ᑯᕕᔪᖃᖃᑦᑕᕐᓂᖓᓄᑦ	ᑯᕕ@ᔪ@ᖃ@ᖃᑦᑕᕐ@ᓂ@ᖓᓄᑦ
ᐅᖃᕈᓐᓇᖅᑎᑕᐅᕗᑦ	ᐅᖃ@ᕈᓐᓇᖅ@ᑎ@ᑕ@ᐅ@ᕗᑦ
ᓄᖅᑲᖅᑎᑦᑎᓇᓱᖕᓂᖅ	ᓄᖅᑲᖅ@ᑎᑦ@ᑎ@ᓇᓱᖕ@ᓂᖅ
ᐱᕙᓪᓕᐊᓂᖃᕐᒪᖔᑦ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᖃᕐ@ᒪᖔᑦ
ᐃᒡᓗᕐᔪᐊᒧᑦ	ᐃᒡᓗ@ᕐᔪᐊ@ᒧᑦ
ᐃᓚᐅᕙᑦ	ᐃᓚ@ᐅ@ᕙᑦ
ᓇᓗᓇᐃᖅᓱᖅᑕᐅᕙᓪᓕᐊᕗᖅ	ᓇᓗᓇ@ᐃᖅ@ᓱᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᕗᖅ
ᐅᒃᑯᐊᕐᓂᖃᖅᑎᓪᓗᒍ	ᐅᒃᑯᐊᕐ@ᓂ@ᖃᖅ@ᑎᓪᓗᒍ
ᖁᑦᑎᒃᑐᕐᒥᑦ	ᖁᑦᑎᒃᑐᕐ@ᒥᑦ
ᓵᓚᐅᔪᑦ	ᓵᓚ@ᐅ@ᔪᑦ
ᐅᖃᓵᕐᒪᑦ	ᐅᖃ@ᓵᕐ@ᒪᑦ
ᐊᖏᔪᐊᓗᒃ	ᐊᖏ@ᔪ@ᐊᓗᒃ
ᖁᕐᓗᖅᑐᐊᕐᔪᒻᒧᑦ	ᖁᕐᓗᖅᑐ@ᐊᕐᔪᒻ@ᒧᑦ
ᐃᑲᔪᓚᐅᕐᒪᑕ	ᐃᑲᔪ@ᓚᐅᕐ@ᒪᑕ
ᑐᖅᑎᓪᓗᒋᑦ	ᑐᖅ@ᑎᓪᓗᒋᑦ
ᑐᔪᕐᒥᔪᓐᓇᕐᒪᖔᑕ	ᑐᔪᕐᒥ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᓇᓗᓇᐃᖅᑕᐅᔪᓐᓇᕐᓚᐅᙱᒻᒪᑦ	ᓇᓗᓇ@ᐃᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᓚ@ᐅ@ᙱᒻ@ᒪᑦ
ᐅᑎᕐᒥᔪᖓ	ᐅᑎᕐ@ᒥ@ᔪᖓ
ᓯᑯᓚᐅᖅᑎᓐᓇᒍᓘᓐᓃᑦ	ᓯᑯ@ᓚᐅᖅ@ᑎᓐᓇᒍ@ᓘᓐᓃᑦ
ᐊᐱᕆᔪᒪᔪᖃᑐᐊᖅᐸᑦ	ᐊᐱᕆ@ᔪᒪ@ᔪ@ᖃ@ᑐᐊᖅ@ᐸᑦ
ᐊᑐᕐᒪᒍ	ᐊᑐᕐ@ᒪᒍ
ᐅᑕᖅᑭᑎᑉᑲᒃᑭᑦ	ᐅᑕᖅᑭ@ᑎ@ᑉᑲ@ᒃᑭᑦ
ᐱᖃᓯᐅᑎᓪᓗᒋᑦ	ᐱ@ᖃ@ᓯ@ᐅ@ᑎᓪᓗᒋᑦ
ᐊᐱᖅᓱᖅᑰᕐᒪᑦ	ᐊᐱᖅ@ᓱ@ᖅᑰᕐ@ᒪᑦ
ᑐᕌᕐᕕᐅᕙᑉᐳᑦ	ᑐᕌᕐ@ᕕ@ᐅ@ᕙᑉ@ᐳᑦ
ᓄᖅᑲᖅᑎᑦᑎᖕᒪ	ᓄᖅᑲᖅ@ᑎᑦ@ᑎ@ᖕᒪ
ᐱᓕᕆᔨᐅᓪᓗᓂᓗ	ᐱ@ᓕᕆ@ᔨ@ᐅ@ᓪᓗᓂ@ᓗ
ᒥᐊᓂᕆᔭᐅᔪᓄᑦ	ᒥᐊᓂᕆ@ᔭ@ᐅ@ᔪ@ᓄᑦ
ᓂᑯᕕᒋᐊᒃᑲᓐᓂᕈᕕᑦ	ᓂᑯᕕ@ᒋᐊ@ᒃᑲᓐᓂ@ᕈᕕᑦ
ᐊᖏᖃᑎᒋᔭᐅᕙᒻᒪᑕ	ᐊᖏ@ᖃᑎ@ᒋ@ᔭ@ᐅ@ᕙᒻ@ᒪᑕ
ᖃᐅᔨᒐᓱᓐᓂᕐᒥᑦ	ᖃᐅᔨ@ᒐᓱᓐ@ᓂᕐ@ᒥᑦ
ᓇᓕᐊᒎᖅ	ᓇᓕᐊ@ᒎᖅ
ᑲᒪᒋᑦᑎᐊᕆᐊᒃᑲᓐᓂᕈᓐᓇᖅᐸᐅᒃ	ᑲᒪ@ᒋ@ᑦᑎᐊ@ᕆᐊ@ᒃᑲᓐᓂ@ᕈᓐᓇᖅ@ᐸᐅᒃ
ᐱᖁᔭᕐᔪᐊᖅ	ᐱ@ᖁ@ᔭᕐ@ᔪᐊᖅ
ᓴᖅᑭᑕᐅᕙᖅᑲᐅᔪᓂᒃ	ᓴᖅᑭ@ᑕ@ᐅ@ᕙ@ᖅᑲᐅ@ᔪ@ᓂᒃ
ᐋᖅᑭᒋᐊᖅᑕᐅᕙᓪᓕᐊᒻᒪᑦ	ᐋᖅᑭ@ᒋᐊᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᒻᒪᑦ
ᖃᐅᔨᑎᑕᐅᔪᓂᑦ	ᖃᐅᔨ@ᑎ@ᑕ@ᐅ@ᔪ@ᓂᑦ
ᑭᐅᔪᑑᓪᓗᓂ	ᑭᐅ@ᔪ@ᑑ@ᓪᓗᓂ
ᑎᒍᐊᖅᑐᖃᕌᖓᑦ	ᑎᒍ@ᐊᖅ@ᑐ@ᖃ@ᕌᖓᑦ
ᑲᒥᓴᓇᖃᕐᓂᖅ	ᑲᒥᓴᓇ@ᖃᕐ@ᓂᖅ
ᓯᑯᑎᓪᓗᒍ	ᓯᑯ@ᑎᓪᓗᒍ
ᑕᐃᒪᐃᒍᓐᓇᕐᑐᒍᑦ	ᑕᐃᒪᐃ@ᒍᓐᓇᕐ@ᑐᒍᑦ
ᓯᕕᑐᓗᐊᕐᒪᑦ	ᓯᕕ@ᑐ@ᓗᐊᕐ@ᒪᑦ
ᐱᓕᕆᓂᐅᔪᒥᒃ	ᐱ@ᓕᕆ@ᓂ@ᐅ@ᔪ@ᒥᒃ
ᑕᐅᒃᑯᑦ	ᑕ@ᐅ@ᒃᑯᑦ
ᑎᒃᑯᐊᖅᑕᐅᔪᓐᓇᕐᒪᖔᑕ	ᑎᒃᑯᐊᖅ@ᑕ@ᐅ@ᔪᓐᓇᕐ@ᒪᖔᑕ
ᐅᓂᒃᑳᓕᐊᒥᓂᐅᔪᒥᒃ	ᐅᓂᒃᑳ@ᓕᐊ@ᒥᓂ@ᐅ@ᔪ@ᒥᒃ
ᓄᖅᑲᑎᑦᑎᒐᓱᐊᖅᑎᓪᓗᒋᑦ	ᓄᖅᑲ@ᑎᑦ@ᑎ@ᒐᓱᐊᖅ@ᑎᓪᓗᒋᑦ
ᐊᑐᖅᑐᐊᖅᑕᐅᕙᒃ	ᐊᑐᖅ@ᑐ@ᐊᖅ@ᑕ@ᐅ@ᕙᒃ
ᑎᑭᕋᕐᔪᐊᕐᒥᐅᑕᐅᔪᑦ	ᑎᑭᕋᕐᔪᐊᕐ@ᒥᐅᑕ@ᐅ@ᔪᑦ
ᐱᔨᑦᓯᕋᐅᑎᖃᕐᓂᕐᒥᑦ	ᐱ@ᔨ@ᑦᓯ@ᕋ@ᐅᑎ@ᖃᕐ@ᓂᕐ@ᒥᑦ
ᕿᒥᕐᕈᔭᐅᕝᕕᔅᓴᖅ	ᕿᒥᕐᕈ@ᔭ@ᐅ@ᕝᕕ@ᔅᓴᖅ
ᓂᕿᑦᓴᒥᑦ	ᓂᕿ@ᑦᓴ@ᒥᑦ
ᑐᓐᓂᕆᖁᔭᐅᕙᒻᒪᑕ	ᑐᓐᓂ@ᕆ@ᖁ@ᔭ@ᐅ@ᕙᒻ@ᒪᑕ
ᐱᓕᕆᓐᓇᔪᖕᒪᑦ	ᐱ@ᓕᕆ@ᓐᓇᔪᖕ@ᒪᑦ
ᐱᖁᔭᓕᐊᒃᓴᒧᑦ	ᐱ@ᖁ@ᔭ@ᓕᐊ@ᒃᓴ@ᒧᑦ
ᓴᕆᒪᒋᔭᐅᓪᓚᕆᒻᒪᑕ	ᓴᕆᒪ@ᒋ@ᔭ@ᐅ@ᓪᓚᕆᒻ@ᒪᑕ
ᐅᓄᖏᓗᐊᓕᕐᒪᑕ	ᐅᓄ@ᖏ@ᓗᐊ@ᓕᕐ@ᒪᑕ
ᓇᓕᐊᓪᓚᕆᒃ	ᓇᓕᐊ@ᓪᓚᕆᒃ
ᐃᒡᓗᖃᕈᓐᓇᕐᓂᖅ	ᐃᒡᓗ@ᖃ@ᕈᓐᓇᕐ@ᓂᖅ
ᑲᓇᑕᒥᐅᑕᐅᙱᒻᒪᑕ	ᑲᓇᑕ@ᒥᐅᑕ@ᐅ@ᙱᒻ@ᒪᑕ
ᑐᕋᖅᑎᓱᒪᔭᕋ	ᑐ@ᕋᖅ@ᑎ@ᓱ@ᒪ@ᔭ@ᕋ
ᓯᕗᓂᔅᓴᑦᑎᐊᕙᐅᓂᖅᓴᒥᑦ	ᓯᕗᓂ@ᔅᓴ@ᑦᑎᐊᕙ@ᐅ@ᓂᖅᓴ@ᒥᑦ
ᐱᔪᒪᓂᖃᕐᓇᕋᕐᓗᓂ	ᐱ@ᔪᒪ@ᓂ@ᖃᕐ@ᓇ@ᕋᕐ@ᓗᓂ
ᑎᑭᑉᐸᓪᓕᐊᔪᓂᒃ	ᑎᑭᑉ@ᐸᓪᓕᐊ@ᔪ@ᓂᒃ
ᐃᓗᓂᒃ	ᐃᓗ@ᓂᒃ
ᓇᒻᒥᓂᕆᔭᐅᔪᑐᑦ	ᓇᒻᒥᓂ@ᕆ@ᔭ@ᐅ@ᔪ@ᑐᑦ
ᐊᐱᕐᓱᓛᖅᐳᒍᑦ	ᐊᐱᕐ@ᓱ@ᓛᖅ@ᐳᒍᑦ
ᐱᓇᓱᓕᖅᑐᑦ	ᐱ@ᓇᓱ@ᓕᖅ@ᑐᑦ
ᒥᑭᓂᕐᓴᐅᓪᓗᑕ	ᒥᑭ@ᓂᕐᓴ@ᐅ@ᓪᓗᑕ
ᐊᐱᕆᔪᒪᓕᕐᒥᔭᒐ	ᐊᐱᕆ@ᔪᒪ@ᓕᕐ@ᒥ@ᔭ@ᒐ
ᓇᑦᓯᓕᖅᐸᓯᒻᒥ	ᓇᑦᓯ@ᓕᖅ@ᐸᓯᒻ@ᒥ
ᐊᓪᓚᒡᕕᖕᒥᑦ	ᐊᓪᓚᒡ@ᕕᖕ@ᒥᑦ
ᐃᓗᓕᕆᔨᓂᒃ	ᐃᓗ@ᓕᕆ@ᔨ@ᓂᒃ
ᓯᕗᓪᓕᐅᓂᕐᒪᖔᑕ	ᓯᕗ@ᓪᓕ@ᐅ@ᓂᕐ@ᒪᖔᑕ
ᑕᑯᔪᒪᖕᒪᖔᑦ	ᑕᑯ@ᔪᒪ@ᖕᒪᖔᑦ
ᖃᐅᔨᓴᕐᓂᐅᔪᓂᑦ	ᖃᐅᔨ@ᓴᕐ@ᓂ@ᐅ@ᔪ@ᓂᑦ
ᐱᒋᐊᕐᑎᑕᐅᔪᒧᑦ	ᐱ@ᒋᐊᕐ@ᑎ@ᑕ@ᐅ@ᔪ@ᒧᑦ
ᓯᐱᐅᕆᒥ	ᓯᐱ@ᐅ@ᕆ@ᒥ
ᐊᐱᕆᕙᒐ	ᐊᐱᕆ@ᕙ@ᒐ
ᑐᓂᔪᒪᓕᕋᒃᑯ	ᑐᓂ@ᔪᒪ@ᓕ@ᕋᒃᑯ
ᑲᒪᒋᔭᐅᓂᕐᒧᓪᓗ	ᑲᒪ@ᒋ@ᔭ@ᐅ@ᓂᕐ@ᒧᓪ@ᓗ
ᑐᐊᕕᕐᓗᖓ	ᑐᐊᕕᕐ@ᓗᖓ
ᖃᐅᔨᒪᓕᖅᑐᒍᑦ	ᖃᐅᔨᒪ@ᓕᖅ@ᑐᒍᑦ
ᐃᓕᓐᓄᓪᓘᓐᓃᑦ	ᐃᓕ@ᓐᓄᓪ@ᓘᓐᓃᑦ
ᓴᓗᒪᔪᓂᒃ	ᓴᓗ@ᒪ@ᔪ@ᓂᒃ
ᐱᖓᓐᓇᕐᒥᑦ	ᐱ@ᖓ@ᓐᓇᕐ@ᒥᑦ
ᐊᒃᓱᔪᐊᒻᒪᕆᐊᓗᒃ	ᐊᒃᓱ@ᔪᐊ@ᒻᒪᕆ@ᐊᓗᒃ
ᑭᐅᔭᐅᓂᐊᐱᒃᓯᓇᕐᐳᖅ	ᑭᐅ@ᔭ@ᐅ@ᓂ@ᐊᐱᒃ@ᓯ@ᓇᕐ@ᐳᖅ
ᐋᓐᓂᐊᔪᓂᒃ	ᐋᓐᓂ@ᐊ@ᔪ@ᓂᒃ
ᐱᓕᕆᖃᑎᖃᕈᓐᓇᒥᒻᒪᑕ	ᐱ@ᓕᕆ@ᖃᑎ@ᖃ@ᕈᓐᓇ@ᒥ@ᒻᒪᑕ
ᐊᓯᔾᔨᖅᑕᐅᕙᓪᓕᐊᓕᖅᑐᑦ	ᐊᓯ@ᔾᔨᖅ@ᑕ@ᐅ@ᕙᓪᓕᐊ@ᓕᖅ@ᑐᑦ
ᓄᖑᑉᐹᓕᕈᑎᒃ	ᓄᖑᑉ@ᐹ@ᓕ@ᕈᑎᒃ
ᐊᓪᓚᒡᕕᒻᒧᑦ	ᐊᓪᓚᒡ@ᕕᒻ@ᒧᑦ
ᑐᙵᓱᒃᑎᑦᑎᔪᓂᒃ	ᑐᙵ@ᓱᒃ@ᑎᑦ@ᑎ@ᔪ@ᓂᒃ
ᐊᐅᔭᒥᑦ	ᐊᐅᔭ@ᒥᑦ
ᐅᐱᒋᓂᖃᕐᓂᖅ	ᐅᐱ@ᒋ@ᓂ@ᖃᕐ@ᓂᖅ
ᐱᕙᓪᓕᐊᓂᖃᓕᕐᒪᑕ	ᐱ@ᕙᓪᓕᐊ@ᓂ@ᖃ@ᓕᕐ@ᒪᑕ
ᐅᑕᖅᑭᕕᔅᓴᖓᑦ	ᐅᑕᖅᑭ@ᕕ@ᔅᓴ@ᖓᑦ
ᑎᑭᓴᐃᕙᓕᕐᒪᑕ	ᑎᑭ@ᓴ@ᐃ@ᕙ@ᓕᕐ@ᒪᑕ
ᐱᕙᓪᓕᐊᑎᑦᓯᔨᒃᑯᓐᓄᑦ	ᐱ@ᕙᓪᓕᐊ@ᑎᑦ@ᓯ@ᔨ@ᒃᑯᓐ@ᓄᑦ
ᐅᐱᒍᓱᑦᑐᒻᒪᕆᐅᒻᒥᒐᒪ	ᐅᐱ@ᒍᓱᑦ@ᑐ@ᒻᒪᕆ@ᐅ@ᒻᒥ@ᒐᒪ
ᕿᓂᒃᑲᓐᓂᕈᓐᓇᖅᐲᑦ	ᕿᓂ@ᒃᑲᓐᓂ@ᕈᓐᓇᖅ@ᐲᑦ
ᒥᕝᕕᒃᓴᖓᓂᑦ	ᒥᕝ@ᕕ@ᒃᓴ@ᖓᓂᑦ
ᓄᓇᕗᒻᒥᑦ	ᓄᓇᕗᒻ@ᒥᑦ
ᐅᖃᓕᒫᖁᔨᓗᑕ	ᐅᖃ@ᓕᒫ@ᖁ@ᔨ@ᓗᑕ
ᕿᒧᑦᓯᕐᓂᕐᒧᑦ	ᕿᒧᑦ@ᓯᕐ@ᓂᕐ@ᒧᑦ
ᓂᕿᑦᑎᐊᕙᐅᔪᓂᒃ	ᓂᕿ@ᑦᑎᐊᕙ@ᐅ@ᔪ@ᓂᒃ
ᐃᓚᒋᔭᐅᔪᓐᓇᖅᓯᕗᑎᑦ	ᐃᓚ@ᒋ@ᔭ@ᐅ@ᔪᓐᓇᖅ@ᓯ@ᕗᑎᑦ
ᐅᖅᓱᐊᓗᒃᓴᖅᑕᖃᖓᑦ	ᐅᖅᓱ@ᐊ@ᓗᒃ@ᓴᖅ@ᑕ@ᖃᖓᑦ
ᐸᐸᑦᑎᔨᓂᑦ	ᐸᐸᑦ@ᑎ@ᔨ@ᓂᑦ
ᐃᒥᓕᕆᓂᕐᒧᓐ	ᐃᒥ@ᓕᕆ@ᓂᕐ@ᒧᓐ
ᖃᓚᓯᖅ	ᖃᓚ@ᓯᖅ
ᐱᖁᔭᕐᔪᐊᖅᓴᐅᑉ	ᐱ@ᖁ@ᔭᕐ@ᔪᐊᖅ@ᓴ@ᐅ@ᑉ
ᒐᕙᒪᓕᕆᕕᐅᒻᒪᑦ	ᒐᕙᒪ@ᓕᕆ@ᕕ@ᐅ@ᒻᒪᑦ
ᐊᓯᐊᓘᓐᓃᑦ	ᐊᓯ@ᐊ@ᓘᓐᓃᑦ
ᐱᓕᕆᖃᑕᐅᖏᓐᓇᕐᒪᑦ	ᐱ@ᓕᕆ@ᖃᑕᐅ@ᖏᓐᓇᕐ@ᒪᑦ
ᐊᑭᑦᑐᕋᐅᑎᒋᐊᓯᓚᐅᖅᐳᑦ	ᐊᑭ@ᑦᑐ@ᕋ@ᐅᑎ@ᒋᐊ@ᓯ@ᓚᐅᖅ@ᐳᑦ
ᐱᓇᓱᐊᕈᓯᕆᔭᖓᓂᑦ	ᐱᓇᓱᐊᕈᓯ@ᕆ@ᔭ@ᖓᓂᑦ
ᖃᐃᓚᐅᕐᒪᑕ	ᖃᐃ@ᓚᐅᕐ@ᒪᑕ
ᐅᐱᒍᓱᒪᓪᓗᖓᓗ	ᐅᐱ@ᒍᓱ@ᒪ@ᓪᓗᖓ@ᓗ
ᐃᓕᓐᓂᐊᖅᑎᑦᑎᓇᓱᐊᕐᓂᕐᒧᑦ	ᐃᓕᓐᓂᐊᖅᑎᑦ@ᑎ@ᓇᓱᐊᕐ@ᓂᕐ@ᒧᑦ
ᐃᓱᒪᖕᒪᑦ	ᐃᓱᒪ@ᖕᒪᑦ
ᐱᓕᕆᕕᐅᕗᖅ	ᐱ@ᓕᕆ@ᕕ@ᐅ@ᕗᖅ
ᕿᒪᐃᓯᔪᑦ	ᕿᒪ@ᐃ@ᓯ@ᔪᑦ
ᓄᖅᑲᕈᒥᓇᙱᒻᒪᑦ	ᓄᖅᑲ@ᕈᒥᓇ@ᙱᒻ@ᒪᑦ
ᓅᑉᐸᓪᓕᐊᓕᕐᓗᖓ	ᓅᑉ@ᐸᓪᓕᐊ@ᓕᕐ@ᓗᖓ
ᐱᔨᑦᓯᓂᕐᒧᓪᓗ	ᐱ@ᔨ@ᑦᓯ@ᓂᕐ@ᒧᓪ@ᓗ
ᑕᒪᑐᒪᓂᑕᐅᑎᒋ	ᑕᒪᑐ@ᒪᓂ@ᑕ@ᐅᑎ@ᒋ
ᐅᑕᖅᑭᔾᔪᑕᐅᔪᑦ	ᐅᑕᖅᑭ@ᔾᔪᑕ@ᐅ@ᔪᑦ
ᐊᐱᕆᓂᕐᒧᑦ	ᐊᐱᕆ@ᓂᕐ@ᒧᑦ
ᐅᑭᐊᕐᒧᓪᓘᓐᓃᑦ	ᐅᑭᐊᕐ@ᒧᓪ@ᓘᓐᓃᑦ
ᑕᐅᑐᑲᐃᓐᓇᕋᒃᑯ	ᑕᐅᑐ@ᑲᐃᓐᓇ@ᕋᒃᑯ
ᓇᔪᖅᑕᐅᕙᑦ	ᓇᔪᖅ@ᑕ@ᐅ@ᕙᑦ
ᓴᕿᑕᐅᑲᐃᓐᓇᖃᐅᔪᑦ	ᓴᕿ@ᑕ@ᐅ@ᑲᐃᓐᓇ@ᖃᐅ@ᔪᑦ
ᐱᓕᕆᔾᔪᑕᐅᒻᒪᑦ	ᐱ@ᓕᕆ@ᔾᔪᑕ@ᐅ@ᒻᒪᑦ
ᐅᐱᓐᓇᕐᔪᐊᕐᒪᑦ	ᐅᐱᓐ@ᓇᕐ@ᔪᐊᕐ@ᒪᑦ
